type,question,correct,wrong1,wrong2,image
Cubes,How many visible cubes?,17,16,13,cubes_4_4_3_0012_0133_0333_2333.png
Cubes,How many non visible cubes?,13,17,14,cubes_4_4_3_0012_0133_0333_2333.png
Cubes,How many cubes in layer x 1?,3,5,1,cubes_4_4_3_0012_0133_0333_2333.png
Cubes,How many cubes in layer x 2?,7,10,6,cubes_4_4_3_0012_0133_0333_2333.png
Cubes,How many cubes in layer x 3?,9,11,7,cubes_4_4_3_0012_0133_0333_2333.png
Cubes,How many cubes in layer x 4?,11,9,14,cubes_4_4_3_0012_0133_0333_2333.png
Cubes,How many cubes in layer y 1?,2,0,3,cubes_4_4_3_0012_0133_0333_2333.png
Cubes,How many cubes in layer y 2?,7,9,8,cubes_4_4_3_0012_0133_0333_2333.png
Cubes,How many cubes in layer y 3?,10,8,9,cubes_4_4_3_0012_0133_0333_2333.png
Cubes,How many cubes in layer y 4?,11,8,12,cubes_4_4_3_0012_0133_0333_2333.png
Cubes,How many cubes in layer z 1?,12,9,14,cubes_4_4_3_0012_0133_0333_2333.png
Cubes,How many cubes in layer z 2?,10,8,13,cubes_4_4_3_0012_0133_0333_2333.png
Cubes,How many cubes in layer z 3?,8,5,7,cubes_4_4_3_0012_0133_0333_2333.png
Cubes,How many cubes in total?,22,18,17,cubes_4_4_3_0003_0003_0023_2333.png
Cubes,How many visible cubes?,16,17,13,cubes_4_4_3_0003_0003_0023_2333.png
Cubes,How many non visible cubes?,6,7,4,cubes_4_4_3_0003_0003_0023_2333.png
Cubes,How many cubes in layer x 1?,3,1,5,cubes_4_4_3_0003_0003_0023_2333.png
Cubes,How many cubes in layer x 2?,3,2,4,cubes_4_4_3_0003_0003_0023_2333.png
Cubes,How many cubes in layer x 3?,5,4,7,cubes_4_4_3_0003_0003_0023_2333.png
Cubes,How many cubes in layer x 4?,11,10,13,cubes_4_4_3_0003_0003_0023_2333.png
Cubes,How many cubes in layer y 1?,2,0,1,cubes_4_4_3_0003_0003_0023_2333.png
Cubes,How many cubes in layer y 2?,3,2,4,cubes_4_4_3_0003_0003_0023_2333.png
Cubes,How many cubes in layer y 3?,5,7,4,cubes_4_4_3_0003_0003_0023_2333.png
Cubes,How many cubes in layer y 4?,12,14,9,cubes_4_4_3_0003_0003_0023_2333.png
Cubes,How many cubes in layer z 1?,8,7,10,cubes_4_4_3_0003_0003_0023_2333.png
Cubes,How many cubes in layer z 2?,8,7,11,cubes_4_4_3_0003_0003_0023_2333.png
Cubes,How many cubes in layer z 3?,6,8,7,cubes_4_4_3_0003_0003_0023_2333.png
Cubes,How many cubes in total?,25,27,29,cubes_4_4_3_0013_0013_0123_2333.png
Cubes,How many visible cubes?,16,14,15,cubes_4_4_3_0013_0013_0123_2333.png
Cubes,How many non visible cubes?,9,11,8,cubes_4_4_3_0013_0013_0123_2333.png
Cubes,How many cubes in layer x 1?,4,3,6,cubes_4_4_3_0013_0013_0123_2333.png
Cubes,How many cubes in layer x 2?,4,2,3,cubes_4_4_3_0013_0013_0123_2333.png
Cubes,How many cubes in layer x 3?,6,7,4,cubes_4_4_3_0013_0013_0123_2333.png
Cubes,How many cubes in layer x 4?,11,13,14,cubes_4_4_3_0013_0013_0123_2333.png
Cubes,How many cubes in layer y 1?,2,1,4,cubes_4_4_3_0013_0013_0123_2333.png
Cubes,How many cubes in layer y 2?,4,6,5,cubes_4_4_3_0013_0013_0123_2333.png
Cubes,How many cubes in layer y 3?,7,8,10,cubes_4_4_3_0013_0013_0123_2333.png
Cubes,How many cubes in layer y 4?,12,11,9,cubes_4_4_3_0013_0013_0123_2333.png
Cubes,How many cubes in layer z 1?,11,12,9,cubes_4_4_3_0013_0013_0123_2333.png
Cubes,How many cubes in layer z 2?,8,6,11,cubes_4_4_3_0013_0013_0123_2333.png
Cubes,How many cubes in layer z 3?,6,4,7,cubes_4_4_3_0013_0013_0123_2333.png
Cubes,How many cubes in total?,18,16,15,cubes_4_4_3_0002_0003_0113_0233.png
Cubes,How many visible cubes?,14,17,15,cubes_4_4_3_0002_0003_0113_0233.png
Cubes,How many non visible cubes?,4,2,6,cubes_4_4_3_0002_0003_0113_0233.png
Cubes,How many cubes in layer x 1?,2,3,0,cubes_4_4_3_0002_0003_0113_0233.png
Cubes,How many cubes in layer x 2?,3,5,1,cubes_4_4_3_0002_0003_0113_0233.png
Cubes,How many cubes in layer x 3?,5,3,4,cubes_4_4_3_0002_0003_0113_0233.png
Cubes,How many cubes in layer x 4?,8,5,9,cubes_4_4_3_0002_0003_0113_0233.png
Cubes,How many cubes in layer y 1?,0,2,1,cubes_4_4_3_0002_0003_0113_0233.png
Cubes,How many cubes in layer y 2?,3,5,4,cubes_4_4_3_0002_0003_0113_0233.png
Cubes,How many cubes in layer y 3?,4,5,2,cubes_4_4_3_0002_0003_0113_0233.png
Cubes,How many cubes in layer y 4?,11,9,14,cubes_4_4_3_0002_0003_0113_0233.png
Cubes,How many cubes in layer z 1?,8,9,5,cubes_4_4_3_0002_0003_0113_0233.png
Cubes,How many cubes in layer z 2?,6,4,7,cubes_4_4_3_0002_0003_0113_0233.png
Cubes,How many cubes in layer z 3?,4,5,3,cubes_4_4_3_0002_0003_0113_0233.png
Cubes,How many cubes in total?,22,18,20,cubes_4_4_3_0013_0023_0033_0133.png
Cubes,How many visible cubes?,15,17,13,cubes_4_4_3_0013_0023_0033_0133.png
Cubes,How many non visible cubes?,7,10,8,cubes_4_4_3_0013_0023_0033_0133.png
Cubes,How many cubes in layer x 1?,4,5,6,cubes_4_4_3_0013_0023_0033_0133.png
Cubes,How many cubes in layer x 2?,5,4,6,cubes_4_4_3_0013_0023_0033_0133.png
Cubes,How many cubes in layer x 3?,6,7,4,cubes_4_4_3_0013_0023_0033_0133.png
Cubes,How many cubes in layer x 4?,7,5,10,cubes_4_4_3_0013_0023_0033_0133.png
Cubes,How many cubes in layer y 1?,0,2,1,cubes_4_4_3_0013_0023_0033_0133.png
Cubes,How many cubes in layer y 2?,1,2,0,cubes_4_4_3_0013_0023_0033_0133.png
Cubes,How many cubes in layer y 3?,9,8,6,cubes_4_4_3_0013_0023_0033_0133.png
Cubes,How many cubes in layer y 4?,12,14,15,cubes_4_4_3_0013_0023_0033_0133.png
Cubes,How many cubes in layer z 1?,9,12,11,cubes_4_4_3_0013_0023_0033_0133.png
Cubes,How many cubes in layer z 2?,7,8,6,cubes_4_4_3_0013_0023_0033_0133.png
Cubes,How many cubes in layer z 3?,6,7,4,cubes_4_4_3_0013_0023_0033_0133.png
Cubes,How many cubes in total?,23,27,26,cubes_4_4_3_0001_0001_0333_3333.png
Cubes,How many visible cubes?,16,15,12,cubes_4_4_3_0001_0001_0333_3333.png
Cubes,How many non visible cubes?,7,5,6,cubes_4_4_3_0001_0001_0333_3333.png
Cubes,How many cubes in layer x 1?,1,0,3,cubes_4_4_3_0001_0001_0333_3333.png
Cubes,How many cubes in layer x 2?,1,3,2,cubes_4_4_3_0001_0001_0333_3333.png
Cubes,How many cubes in layer x 3?,9,8,10,cubes_4_4_3_0001_0001_0333_3333.png
Cubes,How many cubes in layer x 4?,12,11,15,cubes_4_4_3_0001_0001_0333_3333.png
Cubes,How many cubes in layer y 1?,3,5,1,cubes_4_4_3_0001_0001_0333_3333.png
Cubes,How many cubes in layer y 2?,6,4,8,cubes_4_4_3_0001_0001_0333_3333.png
Cubes,How many cubes in layer y 3?,6,7,4,cubes_4_4_3_0001_0001_0333_3333.png
Cubes,How many cubes in layer y 4?,8,7,11,cubes_4_4_3_0001_0001_0333_3333.png
Cubes,How many cubes in layer z 1?,9,12,7,cubes_4_4_3_0001_0001_0333_3333.png
Cubes,How many cubes in layer z 2?,7,6,9,cubes_4_4_3_0001_0001_0333_3333.png
Cubes,How many cubes in layer z 3?,7,10,9,cubes_4_4_3_0001_0001_0333_3333.png
Cubes,How many cubes in total?,27,24,28,cubes_4_4_3_0011_0011_2333_3333.png
Cubes,How many visible cubes?,19,15,16,cubes_4_4_3_0011_0011_2333_3333.png
Cubes,How many non visible cubes?,8,10,5,cubes_4_4_3_0011_0011_2333_3333.png
Cubes,How many cubes in layer x 1?,2,1,4,cubes_4_4_3_0011_0011_2333_3333.png
Cubes,How many cubes in layer x 2?,2,1,0,cubes_4_4_3_0011_0011_2333_3333.png
Cubes,How many cubes in layer x 3?,11,13,14,cubes_4_4_3_0011_0011_2333_3333.png
Cubes,How many cubes in layer x 4?,12,14,13,cubes_4_4_3_0011_0011_2333_3333.png
Cubes,How many cubes in layer y 1?,5,7,6,cubes_4_4_3_0011_0011_2333_3333.png
Cubes,How many cubes in layer y 2?,6,7,5,cubes_4_4_3_0011_0011_2333_3333.png
Cubes,How many cubes in layer y 3?,8,10,7,cubes_4_4_3_0011_0011_2333_3333.png
Cubes,How many cubes in layer y 4?,8,9,11,cubes_4_4_3_0011_0011_2333_3333.png
Cubes,How many cubes in layer z 1?,12,15,11,cubes_4_4_3_0011_0011_2333_3333.png
Cubes,How many cubes in layer z 2?,8,5,10,cubes_4_4_3_0011_0011_2333_3333.png
Cubes,How many cubes in layer z 3?,7,4,6,cubes_4_4_3_0011_0011_2333_3333.png
Cubes,How many cubes in total?,25,24,29,cubes_4_4_3_0011_0012_1233_2333.png
Cubes,How many visible cubes?,15,17,11,cubes_4_4_3_0011_0012_1233_2333.png
Cubes,How many non visible cubes?,10,8,12,cubes_4_4_3_0011_0012_1233_2333.png
Cubes,How many cubes in layer x 1?,2,0,3,cubes_4_4_3_0011_0012_1233_2333.png
Cubes,How many cubes in layer x 2?,3,4,1,cubes_4_4_3_0011_0012_1233_2333.png
Cubes,How many cubes in layer x 3?,9,12,6,cubes_4_4_3_0011_0012_1233_2333.png
Cubes,How many cubes in layer x 4?,11,10,12,cubes_4_4_3_0011_0012_1233_2333.png
Cubes,How many cubes in layer y 1?,3,1,2,cubes_4_4_3_0011_0012_1233_2333.png
Cubes,How many cubes in layer y 2?,5,3,4,cubes_4_4_3_0011_0012_1233_2333.png
Cubes,How many cubes in layer y 3?,8,7,9,cubes_4_4_3_0011_0012_1233_2333.png
Cubes,How many cubes in layer y 4?,9,11,7,cubes_4_4_3_0011_0012_1233_2333.png
Cubes,How many cubes in layer z 1?,12,14,9,cubes_4_4_3_0011_0012_1233_2333.png
Cubes,How many cubes in layer z 2?,8,11,7,cubes_4_4_3_0011_0012_1233_2333.png
Cubes,How many cubes in layer z 3?,5,6,3,cubes_4_4_3_0011_0012_1233_2333.png
Cubes,How many cubes in total?,22,17,19,cubes_4_4_3_0001_0011_1133_2333.png
Cubes,How many visible cubes?,15,18,16,cubes_4_4_3_0001_0011_1133_2333.png
Cubes,How many non visible cubes?,7,8,6,cubes_4_4_3_0001_0011_1133_2333.png
Cubes,How many cubes in layer x 1?,1,2,3,cubes_4_4_3_0001_0011_1133_2333.png
Cubes,How many cubes in layer x 2?,2,3,0,cubes_4_4_3_0001_0011_1133_2333.png
Cubes,How many cubes in layer x 3?,8,7,10,cubes_4_4_3_0001_0011_1133_2333.png
Cubes,How many cubes in layer x 4?,11,9,14,cubes_4_4_3_0001_0011_1133_2333.png
Cubes,How many cubes in layer y 1?,3,2,1,cubes_4_4_3_0001_0011_1133_2333.png
Cubes,How many cubes in layer y 2?,4,3,2,cubes_4_4_3_0001_0011_1133_2333.png
Cubes,How many cubes in layer y 3?,7,8,4,cubes_4_4_3_0001_0011_1133_2333.png
Cubes,How many cubes in layer y 4?,8,9,6,cubes_4_4_3_0001_0011_1133_2333.png
Cubes,How many cubes in layer z 1?,11,13,10,cubes_4_4_3_0001_0011_1133_2333.png
Cubes,How many cubes in layer z 2?,6,4,5,cubes_4_4_3_0001_0011_1133_2333.png
Cubes,How many cubes in layer z 3?,5,7,4,cubes_4_4_3_0001_0011_1133_2333.png
Cubes,How many cubes in total?,29,24,31,cubes_4_4_3_0003_1123_1123_3333.png
Cubes,How many visible cubes?,19,20,16,cubes_4_4_3_0003_1123_1123_3333.png
Cubes,How many non visible cubes?,10,9,11,cubes_4_4_3_0003_1123_1123_3333.png
Cubes,How many cubes in layer x 1?,3,5,4,cubes_4_4_3_0003_1123_1123_3333.png
Cubes,How many cubes in layer x 2?,7,5,10,cubes_4_4_3_0003_1123_1123_3333.png
Cubes,How many cubes in layer x 3?,7,9,4,cubes_4_4_3_0003_1123_1123_3333.png
Cubes,How many cubes in layer x 4?,12,9,10,cubes_4_4_3_0003_1123_1123_3333.png
Cubes,How many cubes in layer y 1?,5,7,4,cubes_4_4_3_0003_1123_1123_3333.png
Cubes,How many cubes in layer y 2?,5,7,6,cubes_4_4_3_0003_1123_1123_3333.png
Cubes,How many cubes in layer y 3?,7,6,8,cubes_4_4_3_0003_1123_1123_3333.png
Cubes,How many cubes in layer y 4?,12,9,10,cubes_4_4_3_0003_1123_1123_3333.png
Cubes,How many cubes in layer z 1?,13,15,9,cubes_4_4_3_0003_1123_1123_3333.png
Cubes,How many cubes in layer z 2?,9,12,11,cubes_4_4_3_0003_1123_1123_3333.png
Cubes,How many cubes in layer z 3?,7,9,5,cubes_4_4_3_0003_1123_1123_3333.png
Cubes,How many cubes in total?,25,21,28,cubes_4_4_3_0003_0013_1123_2333.png
Cubes,How many visible cubes?,16,19,12,cubes_4_4_3_0003_0013_1123_2333.png
Cubes,How many non visible cubes?,9,7,8,cubes_4_4_3_0003_0013_1123_2333.png
Cubes,How many cubes in layer x 1?,3,4,5,cubes_4_4_3_0003_0013_1123_2333.png
Cubes,How many cubes in layer x 2?,4,3,5,cubes_4_4_3_0003_0013_1123_2333.png
Cubes,How many cubes in layer x 3?,7,5,10,cubes_4_4_3_0003_0013_1123_2333.png
Cubes,How many cubes in layer x 4?,11,9,13,cubes_4_4_3_0003_0013_1123_2333.png
Cubes,How many cubes in layer y 1?,3,2,4,cubes_4_4_3_0003_0013_1123_2333.png
Cubes,How many cubes in layer y 2?,4,6,3,cubes_4_4_3_0003_0013_1123_2333.png
Cubes,How many cubes in layer y 3?,6,8,5,cubes_4_4_3_0003_0013_1123_2333.png
Cubes,How many cubes in layer y 4?,12,9,11,cubes_4_4_3_0003_0013_1123_2333.png
Cubes,How many cubes in layer z 1?,11,12,13,cubes_4_4_3_0003_0013_1123_2333.png
Cubes,How many cubes in layer z 2?,8,9,11,cubes_4_4_3_0003_0013_1123_2333.png
Cubes,How many cubes in layer z 3?,6,4,7,cubes_4_4_3_0003_0013_1123_2333.png
Cubes,How many cubes in total?,26,31,22,cubes_4_4_3_0011_0123_0133_2333.png
Cubes,How many visible cubes?,16,12,18,cubes_4_4_3_0011_0123_0133_2333.png
Cubes,How many non visible cubes?,10,9,7,cubes_4_4_3_0011_0123_0133_2333.png
Cubes,How many cubes in layer x 1?,2,1,0,cubes_4_4_3_0011_0123_0133_2333.png
Cubes,How many cubes in layer x 2?,6,4,8,cubes_4_4_3_0011_0123_0133_2333.png
Cubes,How many cubes in layer x 3?,7,4,9,cubes_4_4_3_0011_0123_0133_2333.png
Cubes,How many cubes in layer x 4?,11,9,13,cubes_4_4_3_0011_0123_0133_2333.png
Cubes,How many cubes in layer y 1?,2,4,0,cubes_4_4_3_0011_0123_0133_2333.png
Cubes,How many cubes in layer y 2?,5,4,6,cubes_4_4_3_0011_0123_0133_2333.png
Cubes,How many cubes in layer y 3?,9,11,6,cubes_4_4_3_0011_0123_0133_2333.png
Cubes,How many cubes in layer y 4?,10,12,9,cubes_4_4_3_0011_0123_0133_2333.png
Cubes,How many cubes in layer z 1?,12,13,10,cubes_4_4_3_0011_0123_0133_2333.png
Cubes,How many cubes in layer z 2?,8,11,6,cubes_4_4_3_0011_0123_0133_2333.png
Cubes,How many cubes in layer z 3?,6,4,7,cubes_4_4_3_0011_0123_0133_2333.png
Cubes,How many cubes in total?,26,30,27,cubes_4_4_3_0000_0111_2333_3333.png
Cubes,How many visible cubes?,17,20,13,cubes_4_4_3_0000_0111_2333_3333.png
Cubes,How many non visible cubes?,9,8,10,cubes_4_4_3_0000_0111_2333_3333.png
Cubes,How many cubes in layer x 1?,0,2,1,cubes_4_4_3_0000_0111_2333_3333.png
Cubes,How many cubes in layer x 2?,3,2,1,cubes_4_4_3_0000_0111_2333_3333.png
Cubes,How many cubes in layer x 3?,11,14,13,cubes_4_4_3_0000_0111_2333_3333.png
Cubes,How many cubes in layer x 4?,12,10,9,cubes_4_4_3_0000_0111_2333_3333.png
Cubes,How many cubes in layer y 1?,5,6,3,cubes_4_4_3_0000_0111_2333_3333.png
Cubes,How many cubes in layer y 2?,7,6,4,cubes_4_4_3_0000_0111_2333_3333.png
Cubes,How many cubes in layer y 3?,7,9,6,cubes_4_4_3_0000_0111_2333_3333.png
Cubes,How many cubes in layer y 4?,7,4,10,cubes_4_4_3_0000_0111_2333_3333.png
Cubes,How many cubes in layer z 1?,11,12,8,cubes_4_4_3_0000_0111_2333_3333.png
Cubes,How many cubes in layer z 2?,8,6,7,cubes_4_4_3_0000_0111_2333_3333.png
Cubes,How many cubes in layer z 3?,7,5,10,cubes_4_4_3_0000_0111_2333_3333.png
Cubes,How many cubes in total?,21,16,19,cubes_4_4_3_0011_0012_0112_3333.png
Cubes,How many visible cubes?,15,14,16,cubes_4_4_3_0011_0012_0112_3333.png
Cubes,How many non visible cubes?,6,8,7,cubes_4_4_3_0011_0012_0112_3333.png
Cubes,How many cubes in layer x 1?,2,4,3,cubes_4_4_3_0011_0012_0112_3333.png
Cubes,How many cubes in layer x 2?,3,2,4,cubes_4_4_3_0011_0012_0112_3333.png
Cubes,How many cubes in layer x 3?,4,6,2,cubes_4_4_3_0011_0012_0112_3333.png
Cubes,How many cubes in layer x 4?,12,10,11,cubes_4_4_3_0011_0012_0112_3333.png
Cubes,How many cubes in layer y 1?,3,1,5,cubes_4_4_3_0011_0012_0112_3333.png
Cubes,How many cubes in layer y 2?,4,3,5,cubes_4_4_3_0011_0012_0112_3333.png
Cubes,How many cubes in layer y 3?,6,4,7,cubes_4_4_3_0011_0012_0112_3333.png
Cubes,How many cubes in layer y 4?,8,9,11,cubes_4_4_3_0011_0012_0112_3333.png
Cubes,How many cubes in layer z 1?,11,14,8,cubes_4_4_3_0011_0012_0112_3333.png
Cubes,How many cubes in layer z 2?,6,4,5,cubes_4_4_3_0011_0012_0112_3333.png
Cubes,How many cubes in layer z 3?,4,6,3,cubes_4_4_3_0011_0012_0112_3333.png
Cubes,How many cubes in total?,29,33,32,cubes_4_4_3_0023_0023_1123_3333.png
Cubes,How many visible cubes?,19,21,23,cubes_4_4_3_0023_0023_1123_3333.png
Cubes,How many non visible cubes?,10,11,7,cubes_4_4_3_0023_0023_1123_3333.png
Cubes,How many cubes in layer x 1?,5,6,7,cubes_4_4_3_0023_0023_1123_3333.png
Cubes,How many cubes in layer x 2?,5,7,6,cubes_4_4_3_0023_0023_1123_3333.png
Cubes,How many cubes in layer x 3?,7,8,5,cubes_4_4_3_0023_0023_1123_3333.png
Cubes,How many cubes in layer x 4?,12,9,13,cubes_4_4_3_0023_0023_1123_3333.png
Cubes,How many cubes in layer y 1?,4,6,5,cubes_4_4_3_0023_0023_1123_3333.png
Cubes,How many cubes in layer y 2?,4,3,5,cubes_4_4_3_0023_0023_1123_3333.png
Cubes,How many cubes in layer y 3?,9,6,8,cubes_4_4_3_0023_0023_1123_3333.png
Cubes,How many cubes in layer y 4?,12,9,15,cubes_4_4_3_0023_0023_1123_3333.png
Cubes,How many cubes in layer z 1?,12,11,13,cubes_4_4_3_0023_0023_1123_3333.png
Cubes,How many cubes in layer z 2?,10,7,12,cubes_4_4_3_0023_0023_1123_3333.png
Cubes,How many cubes in layer z 3?,7,4,9,cubes_4_4_3_0023_0023_1123_3333.png
Cubes,How many cubes in total?,40,36,37,cubes_4_4_3_0133_1233_3333_3333.png
Cubes,How many visible cubes?,23,26,28,cubes_4_4_3_0133_1233_3333_3333.png
Cubes,How many non visible cubes?,17,18,14,cubes_4_4_3_0133_1233_3333_3333.png
Cubes,How many cubes in layer x 1?,7,6,8,cubes_4_4_3_0133_1233_3333_3333.png
Cubes,How many cubes in layer x 2?,9,8,10,cubes_4_4_3_0133_1233_3333_3333.png
Cubes,How many cubes in layer x 3?,12,11,15,cubes_4_4_3_0133_1233_3333_3333.png
Cubes,How many cubes in layer x 4?,12,14,9,cubes_4_4_3_0133_1233_3333_3333.png
Cubes,How many cubes in layer y 1?,7,8,5,cubes_4_4_3_0133_1233_3333_3333.png
Cubes,How many cubes in layer y 2?,9,11,7,cubes_4_4_3_0133_1233_3333_3333.png
Cubes,How many cubes in layer y 3?,12,11,15,cubes_4_4_3_0133_1233_3333_3333.png
Cubes,How many cubes in layer y 4?,12,10,9,cubes_4_4_3_0133_1233_3333_3333.png
Cubes,How many cubes in layer z 1?,15,16,18,cubes_4_4_3_0133_1233_3333_3333.png
Cubes,How many cubes in layer z 2?,13,9,14,cubes_4_4_3_0133_1233_3333_3333.png
Cubes,How many cubes in layer z 3?,12,10,11,cubes_4_4_3_0133_1233_3333_3333.png
Cubes,How many cubes in total?,27,24,25,cubes_4_4_3_0112_0113_1133_1333.png
Cubes,How many visible cubes?,18,17,21,cubes_4_4_3_0112_0113_1133_1333.png
Cubes,How many non visible cubes?,9,7,10,cubes_4_4_3_0112_0113_1133_1333.png
Cubes,How many cubes in layer x 1?,4,2,6,cubes_4_4_3_0112_0113_1133_1333.png
Cubes,How many cubes in layer x 2?,5,7,3,cubes_4_4_3_0112_0113_1133_1333.png
Cubes,How many cubes in layer x 3?,8,10,7,cubes_4_4_3_0112_0113_1133_1333.png
Cubes,How many cubes in layer x 4?,10,7,9,cubes_4_4_3_0112_0113_1133_1333.png
Cubes,How many cubes in layer y 1?,2,3,1,cubes_4_4_3_0112_0113_1133_1333.png
Cubes,How many cubes in layer y 2?,6,5,8,cubes_4_4_3_0112_0113_1133_1333.png
Cubes,How many cubes in layer y 3?,8,6,7,cubes_4_4_3_0112_0113_1133_1333.png
Cubes,How many cubes in layer y 4?,11,13,12,cubes_4_4_3_0112_0113_1133_1333.png
Cubes,How many cubes in layer z 1?,14,18,10,cubes_4_4_3_0112_0113_1133_1333.png
Cubes,How many cubes in layer z 2?,7,10,5,cubes_4_4_3_0112_0113_1133_1333.png
Cubes,How many cubes in layer z 3?,6,4,8,cubes_4_4_3_0112_0113_1133_1333.png
Cubes,How many cubes in total?,21,24,16,cubes_4_4_3_0002_0003_0123_1333.png
Cubes,How many visible cubes?,14,10,17,cubes_4_4_3_0002_0003_0123_1333.png
Cubes,How many non visible cubes?,7,6,5,cubes_4_4_3_0002_0003_0123_1333.png
Cubes,How many cubes in layer x 1?,2,0,4,cubes_4_4_3_0002_0003_0123_1333.png
Cubes,How many cubes in layer x 2?,3,2,5,cubes_4_4_3_0002_0003_0123_1333.png
Cubes,How many cubes in layer x 3?,6,5,4,cubes_4_4_3_0002_0003_0123_1333.png
Cubes,How many cubes in layer x 4?,10,11,12,cubes_4_4_3_0002_0003_0123_1333.png
Cubes,How many cubes in layer y 1?,1,0,2,cubes_4_4_3_0002_0003_0123_1333.png
Cubes,How many cubes in layer y 2?,4,5,6,cubes_4_4_3_0002_0003_0123_1333.png
Cubes,How many cubes in layer y 3?,5,7,4,cubes_4_4_3_0002_0003_0123_1333.png
Cubes,How many cubes in layer y 4?,11,12,10,cubes_4_4_3_0002_0003_0123_1333.png
Cubes,How many cubes in layer z 1?,9,7,11,cubes_4_4_3_0002_0003_0123_1333.png
Cubes,How many cubes in layer z 2?,7,8,6,cubes_4_4_3_0002_0003_0123_1333.png
Cubes,How many cubes in layer z 3?,5,3,4,cubes_4_4_3_0002_0003_0123_1333.png
Cubes,How many cubes in total?,24,27,19,cubes_4_4_3_0001_0012_1223_3333.png
Cubes,How many visible cubes?,14,10,13,cubes_4_4_3_0001_0012_1223_3333.png
Cubes,How many non visible cubes?,10,11,12,cubes_4_4_3_0001_0012_1223_3333.png
Cubes,How many cubes in layer x 1?,1,0,3,cubes_4_4_3_0001_0012_1223_3333.png
Cubes,How many cubes in layer x 2?,3,1,2,cubes_4_4_3_0001_0012_1223_3333.png
Cubes,How many cubes in layer x 3?,8,10,11,cubes_4_4_3_0001_0012_1223_3333.png
Cubes,How many cubes in layer x 4?,12,15,11,cubes_4_4_3_0001_0012_1223_3333.png
Cubes,How many cubes in layer y 1?,4,3,6,cubes_4_4_3_0001_0012_1223_3333.png
Cubes,How many cubes in layer y 2?,5,3,6,cubes_4_4_3_0001_0012_1223_3333.png
Cubes,How many cubes in layer y 3?,6,7,4,cubes_4_4_3_0001_0012_1223_3333.png
Cubes,How many cubes in layer y 4?,9,10,6,cubes_4_4_3_0001_0012_1223_3333.png
Cubes,How many cubes in layer z 1?,11,9,13,cubes_4_4_3_0001_0012_1223_3333.png
Cubes,How many cubes in layer z 2?,8,11,6,cubes_4_4_3_0001_0012_1223_3333.png
Cubes,How many cubes in layer z 3?,5,4,7,cubes_4_4_3_0001_0012_1223_3333.png
Cubes,How many cubes in total?,18,22,16,cubes_4_4_3_0011_0111_0122_1223.png
Cubes,How many visible cubes?,12,11,13,cubes_4_4_3_0011_0111_0122_1223.png
Cubes,How many non visible cubes?,6,5,8,cubes_4_4_3_0011_0111_0122_1223.png
Cubes,How many cubes in layer x 1?,2,1,4,cubes_4_4_3_0011_0111_0122_1223.png
Cubes,How many cubes in layer x 2?,3,5,2,cubes_4_4_3_0011_0111_0122_1223.png
Cubes,How many cubes in layer x 3?,5,3,6,cubes_4_4_3_0011_0111_0122_1223.png
Cubes,How many cubes in layer x 4?,8,9,5,cubes_4_4_3_0011_0111_0122_1223.png
Cubes,How many cubes in layer y 1?,1,0,3,cubes_4_4_3_0011_0111_0122_1223.png
Cubes,How many cubes in layer y 2?,4,3,2,cubes_4_4_3_0011_0111_0122_1223.png
Cubes,How many cubes in layer y 3?,6,8,4,cubes_4_4_3_0011_0111_0122_1223.png
Cubes,How many cubes in layer y 4?,7,10,8,cubes_4_4_3_0011_0111_0122_1223.png
Cubes,How many cubes in layer z 1?,12,11,15,cubes_4_4_3_0011_0111_0122_1223.png
Cubes,How many cubes in layer z 2?,5,3,6,cubes_4_4_3_0011_0111_0122_1223.png
Cubes,How many cubes in layer z 3?,1,3,0,cubes_4_4_3_0011_0111_0122_1223.png
Cubes,How many cubes in total?,27,29,23,cubes_4_4_3_0001_0133_1133_2333.png
Cubes,How many visible cubes?,18,14,15,cubes_4_4_3_0001_0133_1133_2333.png
Cubes,How many non visible cubes?,9,7,6,cubes_4_4_3_0001_0133_1133_2333.png
Cubes,How many cubes in layer x 1?,1,3,0,cubes_4_4_3_0001_0133_1133_2333.png
Cubes,How many cubes in layer x 2?,7,5,10,cubes_4_4_3_0001_0133_1133_2333.png
Cubes,How many cubes in layer x 3?,8,7,11,cubes_4_4_3_0001_0133_1133_2333.png
Cubes,How many cubes in layer x 4?,11,9,10,cubes_4_4_3_0001_0133_1133_2333.png
Cubes,How many cubes in layer y 1?,3,2,1,cubes_4_4_3_0001_0133_1133_2333.png
Cubes,How many cubes in layer y 2?,5,6,4,cubes_4_4_3_0001_0133_1133_2333.png
Cubes,How many cubes in layer y 3?,9,6,8,cubes_4_4_3_0001_0133_1133_2333.png
Cubes,How many cubes in layer y 4?,10,13,12,cubes_4_4_3_0001_0133_1133_2333.png
Cubes,How many cubes in layer z 1?,12,9,15,cubes_4_4_3_0001_0133_1133_2333.png
Cubes,How many cubes in layer z 2?,8,6,10,cubes_4_4_3_0001_0133_1133_2333.png
Cubes,How many cubes in layer z 3?,7,5,4,cubes_4_4_3_0001_0133_1133_2333.png
Cubes,How many cubes in total?,27,32,25,cubes_4_4_3_0012_0133_1133_1233.png
Cubes,How many visible cubes?,16,14,12,cubes_4_4_3_0012_0133_1133_1233.png
Cubes,How many non visible cubes?,11,9,10,cubes_4_4_3_0012_0133_1133_1233.png
