type,question,correct,wrong1,wrong2,image
Figures,How many red figures?,6,7,8,figures_6_4_871333_205257_052281_701118.png
Figures,How many green figures?,8,10,6,figures_6_4_871333_205257_052281_701118.png
Figures,How many blue figures?,10,11,9,figures_6_4_871333_205257_052281_701118.png
Figures,How many red triangles?,3,1,2,figures_6_4_871333_205257_052281_701118.png
Figures,How many green triangles?,5,6,4,figures_6_4_871333_205257_052281_701118.png
Figures,How many blue triangles?,4,6,2,figures_6_4_871333_205257_052281_701118.png
Figures,How many red squares?,3,5,1,figures_6_4_871333_205257_052281_701118.png
Figures,How many green squares?,0,1,2,figures_6_4_871333_205257_052281_701118.png
Figures,How many blue squares?,3,5,4,figures_6_4_871333_205257_052281_701118.png
Figures,How many red circles?,0,1,2,figures_6_4_871333_205257_052281_701118.png
Figures,How many green circles?,3,2,5,figures_6_4_871333_205257_052281_701118.png
Figures,How many blue circles?,3,4,2,figures_6_4_871333_205257_052281_701118.png
Figures,How many figures?,24,21,27,figures_6_4_880681_312554_337073_014618.png
Figures,How many columns?,6,5,4,figures_6_4_880681_312554_337073_014618.png
Figures,How many rows?,4,2,3,figures_6_4_880681_312554_337073_014618.png
Figures,How many triangles?,8,6,5,figures_6_4_880681_312554_337073_014618.png
Figures,How many squares?,8,11,5,figures_6_4_880681_312554_337073_014618.png
Figures,How many circles?,8,11,5,figures_6_4_880681_312554_337073_014618.png
Figures,How many red figures?,9,7,11,figures_6_4_880681_312554_337073_014618.png
Figures,How many green figures?,8,5,7,figures_6_4_880681_312554_337073_014618.png
Figures,How many blue figures?,7,4,9,figures_6_4_880681_312554_337073_014618.png
Figures,How many red triangles?,3,5,2,figures_6_4_880681_312554_337073_014618.png
Figures,How many green triangles?,4,5,6,figures_6_4_880681_312554_337073_014618.png
Figures,How many blue triangles?,1,0,2,figures_6_4_880681_312554_337073_014618.png
Figures,How many red squares?,4,5,2,figures_6_4_880681_312554_337073_014618.png
Figures,How many green squares?,2,3,1,figures_6_4_880681_312554_337073_014618.png
Figures,How many blue squares?,2,3,0,figures_6_4_880681_312554_337073_014618.png
Figures,How many red circles?,2,3,1,figures_6_4_880681_312554_337073_014618.png
Figures,How many green circles?,2,0,1,figures_6_4_880681_312554_337073_014618.png
Figures,How many blue circles?,4,3,5,figures_6_4_880681_312554_337073_014618.png
Figures,How many figures?,24,21,20,figures_6_4_870586_826064_711267_865811.png
Figures,How many columns?,6,8,4,figures_6_4_870586_826064_711267_865811.png
Figures,How many rows?,4,5,6,figures_6_4_870586_826064_711267_865811.png
Figures,How many triangles?,8,5,11,figures_6_4_870586_826064_711267_865811.png
Figures,How many squares?,3,5,4,figures_6_4_870586_826064_711267_865811.png
Figures,How many circles?,13,15,10,figures_6_4_870586_826064_711267_865811.png
Figures,How many red figures?,7,5,4,figures_6_4_870586_826064_711267_865811.png
Figures,How many green figures?,8,11,7,figures_6_4_870586_826064_711267_865811.png
Figures,How many blue figures?,9,11,8,figures_6_4_870586_826064_711267_865811.png
Figures,How many red triangles?,2,4,1,figures_6_4_870586_826064_711267_865811.png
Figures,How many green triangles?,4,6,2,figures_6_4_870586_826064_711267_865811.png
Figures,How many blue triangles?,2,4,0,figures_6_4_870586_826064_711267_865811.png
Figures,How many red squares?,0,2,1,figures_6_4_870586_826064_711267_865811.png
Figures,How many green squares?,1,0,2,figures_6_4_870586_826064_711267_865811.png
Figures,How many blue squares?,2,0,1,figures_6_4_870586_826064_711267_865811.png
Figures,How many red circles?,5,3,6,figures_6_4_870586_826064_711267_865811.png
Figures,How many green circles?,3,5,1,figures_6_4_870586_826064_711267_865811.png
Figures,How many blue circles?,5,3,4,figures_6_4_870586_826064_711267_865811.png
Figures,How many figures?,24,27,21,figures_6_4_642181_231380_071000_234003.png
Figures,How many columns?,6,8,5,figures_6_4_642181_231380_071000_234003.png
Figures,How many rows?,4,2,5,figures_6_4_642181_231380_071000_234003.png
Figures,How many triangles?,14,12,10,figures_6_4_642181_231380_071000_234003.png
Figures,How many squares?,6,7,5,figures_6_4_642181_231380_071000_234003.png
Figures,How many circles?,4,2,6,figures_6_4_642181_231380_071000_234003.png
Figures,How many red figures?,12,13,9,figures_6_4_642181_231380_071000_234003.png
Figures,How many green figures?,7,9,4,figures_6_4_642181_231380_071000_234003.png
Figures,How many blue figures?,5,6,3,figures_6_4_642181_231380_071000_234003.png
Figures,How many red triangles?,7,5,6,figures_6_4_642181_231380_071000_234003.png
Figures,How many green triangles?,4,6,2,figures_6_4_642181_231380_071000_234003.png
Figures,How many blue triangles?,3,2,5,figures_6_4_642181_231380_071000_234003.png
Figures,How many red squares?,4,5,2,figures_6_4_642181_231380_071000_234003.png
Figures,How many green squares?,2,3,4,figures_6_4_642181_231380_071000_234003.png
Figures,How many blue squares?,0,1,2,figures_6_4_642181_231380_071000_234003.png
Figures,How many red circles?,1,3,0,figures_6_4_642181_231380_071000_234003.png
Figures,How many green circles?,1,2,3,figures_6_4_642181_231380_071000_234003.png
Figures,How many blue circles?,2,0,4,figures_6_4_642181_231380_071000_234003.png
Figures,How many figures?,24,25,19,figures_6_4_874387_081713_085864_270486.png
Figures,How many columns?,6,8,4,figures_6_4_874387_081713_085864_270486.png
Figures,How many rows?,4,5,6,figures_6_4_874387_081713_085864_270486.png
Figures,How many triangles?,6,4,8,figures_6_4_874387_081713_085864_270486.png
Figures,How many squares?,6,8,5,figures_6_4_874387_081713_085864_270486.png
Figures,How many circles?,12,11,9,figures_6_4_874387_081713_085864_270486.png
Figures,How many red figures?,7,8,6,figures_6_4_874387_081713_085864_270486.png
Figures,How many green figures?,9,10,11,figures_6_4_874387_081713_085864_270486.png
Figures,How many blue figures?,8,6,11,figures_6_4_874387_081713_085864_270486.png
Figures,How many red triangles?,3,4,1,figures_6_4_874387_081713_085864_270486.png
Figures,How many green triangles?,2,0,4,figures_6_4_874387_081713_085864_270486.png
Figures,How many blue triangles?,1,2,0,figures_6_4_874387_081713_085864_270486.png
Figures,How many red squares?,2,3,4,figures_6_4_874387_081713_085864_270486.png
Figures,How many green squares?,3,2,1,figures_6_4_874387_081713_085864_270486.png
Figures,How many blue squares?,1,3,2,figures_6_4_874387_081713_085864_270486.png
Figures,How many red circles?,2,0,4,figures_6_4_874387_081713_085864_270486.png
Figures,How many green circles?,4,2,3,figures_6_4_874387_081713_085864_270486.png
Figures,How many blue circles?,6,8,5,figures_6_4_874387_081713_085864_270486.png
Figures,How many figures?,24,23,20,figures_6_4_556203_861417_522173_034726.png
Figures,How many columns?,6,7,4,figures_6_4_556203_861417_522173_034726.png
Figures,How many rows?,4,5,6,figures_6_4_556203_861417_522173_034726.png
Figures,How many triangles?,9,11,8,figures_6_4_556203_861417_522173_034726.png
Figures,How many squares?,8,9,10,figures_6_4_556203_861417_522173_034726.png
Figures,How many circles?,7,5,9,figures_6_4_556203_861417_522173_034726.png
Figures,How many red figures?,8,5,7,figures_6_4_556203_861417_522173_034726.png
Figures,How many green figures?,8,10,11,figures_6_4_556203_861417_522173_034726.png
Figures,How many blue figures?,8,10,5,figures_6_4_556203_861417_522173_034726.png
Figures,How many red triangles?,2,4,3,figures_6_4_556203_861417_522173_034726.png
Figures,How many green triangles?,3,1,2,figures_6_4_556203_861417_522173_034726.png
Figures,How many blue triangles?,4,3,2,figures_6_4_556203_861417_522173_034726.png
Figures,How many red squares?,3,5,2,figures_6_4_556203_861417_522173_034726.png
Figures,How many green squares?,2,4,3,figures_6_4_556203_861417_522173_034726.png
Figures,How many blue squares?,3,2,4,figures_6_4_556203_861417_522173_034726.png
Figures,How many red circles?,3,4,1,figures_6_4_556203_861417_522173_034726.png
Figures,How many green circles?,3,5,2,figures_6_4_556203_861417_522173_034726.png
Figures,How many blue circles?,1,3,0,figures_6_4_556203_861417_522173_034726.png
Figures,How many figures?,24,21,20,figures_6_4_304220_703215_885108_324324.png
Figures,How many columns?,6,5,8,figures_6_4_304220_703215_885108_324324.png
Figures,How many rows?,4,5,2,figures_6_4_304220_703215_885108_324324.png
Figures,How many triangles?,11,12,8,figures_6_4_304220_703215_885108_324324.png
Figures,How many squares?,9,6,10,figures_6_4_304220_703215_885108_324324.png
Figures,How many circles?,4,5,3,figures_6_4_304220_703215_885108_324324.png
Figures,How many red figures?,8,9,10,figures_6_4_304220_703215_885108_324324.png
Figures,How many green figures?,6,4,5,figures_6_4_304220_703215_885108_324324.png
Figures,How many blue figures?,10,7,12,figures_6_4_304220_703215_885108_324324.png
Figures,How many red triangles?,4,6,3,figures_6_4_304220_703215_885108_324324.png
Figures,How many green triangles?,2,4,3,figures_6_4_304220_703215_885108_324324.png
Figures,How many blue triangles?,5,4,6,figures_6_4_304220_703215_885108_324324.png
Figures,How many red squares?,4,3,5,figures_6_4_304220_703215_885108_324324.png
Figures,How many green squares?,3,5,2,figures_6_4_304220_703215_885108_324324.png
Figures,How many blue squares?,2,3,1,figures_6_4_304220_703215_885108_324324.png
Figures,How many red circles?,0,2,1,figures_6_4_304220_703215_885108_324324.png
Figures,How many green circles?,1,3,0,figures_6_4_304220_703215_885108_324324.png
Figures,How many blue circles?,3,5,2,figures_6_4_304220_703215_885108_324324.png
Figures,How many figures?,24,19,21,figures_6_4_741744_143125_835344_352775.png
Figures,How many columns?,6,5,7,figures_6_4_741744_143125_835344_352775.png
Figures,How many rows?,4,3,5,figures_6_4_741744_143125_835344_352775.png
Figures,How many triangles?,5,6,7,figures_6_4_741744_143125_835344_352775.png
Figures,How many squares?,14,11,12,figures_6_4_741744_143125_835344_352775.png
Figures,How many circles?,5,4,7,figures_6_4_741744_143125_835344_352775.png
Figures,How many red figures?,4,5,6,figures_6_4_741744_143125_835344_352775.png
Figures,How many green figures?,13,9,15,figures_6_4_741744_143125_835344_352775.png
Figures,How many blue figures?,7,6,5,figures_6_4_741744_143125_835344_352775.png
Figures,How many red triangles?,0,2,1,figures_6_4_741744_143125_835344_352775.png
Figures,How many green triangles?,3,5,2,figures_6_4_741744_143125_835344_352775.png
Figures,How many blue triangles?,2,4,3,figures_6_4_741744_143125_835344_352775.png
Figures,How many red squares?,4,2,6,figures_6_4_741744_143125_835344_352775.png
Figures,How many green squares?,6,8,5,figures_6_4_741744_143125_835344_352775.png
Figures,How many blue squares?,4,3,2,figures_6_4_741744_143125_835344_352775.png
Figures,How many red circles?,0,1,2,figures_6_4_741744_143125_835344_352775.png
Figures,How many green circles?,4,2,3,figures_6_4_741744_143125_835344_352775.png
Figures,How many blue circles?,1,0,3,figures_6_4_741744_143125_835344_352775.png
Figures,How many figures?,24,23,29,figures_6_4_858287_657186_781812_837812.png
Figures,How many columns?,6,7,8,figures_6_4_858287_657186_781812_837812.png
Figures,How many rows?,4,2,6,figures_6_4_858287_657186_781812_837812.png
Figures,How many triangles?,7,5,4,figures_6_4_858287_657186_781812_837812.png
Figures,How many squares?,3,4,1,figures_6_4_858287_657186_781812_837812.png
Figures,How many circles?,14,15,18,figures_6_4_858287_657186_781812_837812.png
Figures,How many red figures?,3,2,5,figures_6_4_858287_657186_781812_837812.png
Figures,How many green figures?,8,7,10,figures_6_4_858287_657186_781812_837812.png
Figures,How many blue figures?,13,10,16,figures_6_4_858287_657186_781812_837812.png
Figures,How many red triangles?,0,1,2,figures_6_4_858287_657186_781812_837812.png
Figures,How many green triangles?,4,2,3,figures_6_4_858287_657186_781812_837812.png
Figures,How many blue triangles?,3,2,4,figures_6_4_858287_657186_781812_837812.png
Figures,How many red squares?,1,2,3,figures_6_4_858287_657186_781812_837812.png
Figures,How many green squares?,0,1,2,figures_6_4_858287_657186_781812_837812.png
Figures,How many blue squares?,2,0,4,figures_6_4_858287_657186_781812_837812.png
Figures,How many red circles?,2,0,3,figures_6_4_858287_657186_781812_837812.png
Figures,How many green circles?,4,2,5,figures_6_4_858287_657186_781812_837812.png
Figures,How many blue circles?,8,5,7,figures_6_4_858287_657186_781812_837812.png
Figures,How many figures?,24,20,21,figures_6_4_520808_737713_631335_446636.png
Figures,How many columns?,6,7,8,figures_6_4_520808_737713_631335_446636.png
Figures,How many rows?,4,2,6,figures_6_4_520808_737713_631335_446636.png
Figures,How many triangles?,5,7,4,figures_6_4_520808_737713_631335_446636.png
Figures,How many squares?,10,13,12,figures_6_4_520808_737713_631335_446636.png
Figures,How many circles?,9,6,11,figures_6_4_520808_737713_631335_446636.png
Figures,How many red figures?,12,10,14,figures_6_4_520808_737713_631335_446636.png
Figures,How many green figures?,7,9,10,figures_6_4_520808_737713_631335_446636.png
Figures,How many blue figures?,5,7,4,figures_6_4_520808_737713_631335_446636.png
Figures,How many red triangles?,2,1,4,figures_6_4_520808_737713_631335_446636.png
Figures,How many green triangles?,2,0,1,figures_6_4_520808_737713_631335_446636.png
Figures,How many blue triangles?,1,0,3,figures_6_4_520808_737713_631335_446636.png
Figures,How many red squares?,6,8,4,figures_6_4_520808_737713_631335_446636.png
Figures,How many green squares?,2,3,1,figures_6_4_520808_737713_631335_446636.png
Figures,How many blue squares?,2,4,1,figures_6_4_520808_737713_631335_446636.png
Figures,How many red circles?,4,5,2,figures_6_4_520808_737713_631335_446636.png
Figures,How many green circles?,3,5,4,figures_6_4_520808_737713_631335_446636.png
Figures,How many blue circles?,2,4,1,figures_6_4_520808_737713_631335_446636.png
Figures,How many figures?,24,29,19,figures_6_4_602720_471385_202081_644268.png
Figures,How many columns?,6,8,5,figures_6_4_602720_471385_202081_644268.png
Figures,How many rows?,4,5,2,figures_6_4_602720_471385_202081_644268.png
Figures,How many triangles?,11,14,8,figures_6_4_602720_471385_202081_644268.png
Figures,How many squares?,5,7,4,figures_6_4_602720_471385_202081_644268.png
Figures,How many circles?,8,10,9,figures_6_4_602720_471385_202081_644268.png
Figures,How many red figures?,8,9,7,figures_6_4_602720_471385_202081_644268.png
Figures,How many green figures?,7,5,6,figures_6_4_602720_471385_202081_644268.png
Figures,How many blue figures?,9,6,11,figures_6_4_602720_471385_202081_644268.png
Figures,How many red triangles?,4,2,3,figures_6_4_602720_471385_202081_644268.png
Figures,How many green triangles?,2,0,4,figures_6_4_602720_471385_202081_644268.png
Figures,How many blue triangles?,5,7,4,figures_6_4_602720_471385_202081_644268.png
Figures,How many red squares?,1,3,2,figures_6_4_602720_471385_202081_644268.png
Figures,How many green squares?,3,4,1,figures_6_4_602720_471385_202081_644268.png
Figures,How many blue squares?,1,3,2,figures_6_4_602720_471385_202081_644268.png
Figures,How many red circles?,3,2,4,figures_6_4_602720_471385_202081_644268.png
Figures,How many green circles?,2,4,1,figures_6_4_602720_471385_202081_644268.png
Figures,How many blue circles?,3,4,2,figures_6_4_602720_471385_202081_644268.png
Figures,How many figures?,24,26,22,figures_6_4_384765_116573_271755_158366.png
Figures,How many columns?,6,4,5,figures_6_4_384765_116573_271755_158366.png
Figures,How many rows?,4,3,6,figures_6_4_384765_116573_271755_158366.png
Figures,How many triangles?,5,7,4,figures_6_4_384765_116573_271755_158366.png
Figures,How many squares?,9,11,6,figures_6_4_384765_116573_271755_158366.png
Figures,How many circles?,10,13,11,figures_6_4_384765_116573_271755_158366.png
Figures,How many red figures?,7,5,10,figures_6_4_384765_116573_271755_158366.png
Figures,How many green figures?,9,7,6,figures_6_4_384765_116573_271755_158366.png
Figures,How many blue figures?,8,11,9,figures_6_4_384765_116573_271755_158366.png
Figures,How many red triangles?,0,1,2,figures_6_4_384765_116573_271755_158366.png
Figures,How many green triangles?,4,6,2,figures_6_4_384765_116573_271755_158366.png
Figures,How many blue triangles?,1,2,0,figures_6_4_384765_116573_271755_158366.png
Figures,How many red squares?,3,1,4,figures_6_4_384765_116573_271755_158366.png
Figures,How many green squares?,1,0,3,figures_6_4_384765_116573_271755_158366.png
Figures,How many blue squares?,5,7,3,figures_6_4_384765_116573_271755_158366.png
Figures,How many red circles?,4,6,3,figures_6_4_384765_116573_271755_158366.png
Figures,How many green circles?,4,2,6,figures_6_4_384765_116573_271755_158366.png
Figures,How many blue circles?,2,0,3,figures_6_4_384765_116573_271755_158366.png
Figures,How many figures?,24,25,21,figures_6_4_052654_016406_432276_660516.png
Figures,How many columns?,6,7,5,figures_6_4_052654_016406_432276_660516.png
Figures,How many rows?,4,6,3,figures_6_4_052654_016406_432276_660516.png
Figures,How many triangles?,9,6,11,figures_6_4_052654_016406_432276_660516.png
Figures,How many squares?,7,10,9,figures_6_4_052654_016406_432276_660516.png
Figures,How many circles?,8,6,10,figures_6_4_052654_016406_432276_660516.png
Figures,How many red figures?,12,13,10,figures_6_4_052654_016406_432276_660516.png
Figures,How many green figures?,6,8,4,figures_6_4_052654_016406_432276_660516.png
Figures,How many blue figures?,6,5,4,figures_6_4_052654_016406_432276_660516.png
Figures,How many red triangles?,4,2,6,figures_6_4_052654_016406_432276_660516.png
Figures,How many green triangles?,2,3,1,figures_6_4_052654_016406_432276_660516.png
Figures,How many blue triangles?,3,1,5,figures_6_4_052654_016406_432276_660516.png
Figures,How many red squares?,1,3,0,figures_6_4_052654_016406_432276_660516.png
Figures,How many green squares?,3,4,2,figures_6_4_052654_016406_432276_660516.png
Figures,How many blue squares?,3,1,2,figures_6_4_052654_016406_432276_660516.png
Figures,How many red circles?,7,5,6,figures_6_4_052654_016406_432276_660516.png
Figures,How many green circles?,1,3,2,figures_6_4_052654_016406_432276_660516.png
Figures,How many blue circles?,0,2,1,figures_6_4_052654_016406_432276_660516.png
Figures,How many figures?,24,27,19,figures_6_4_707074_758614_180155_576006.png
Figures,How many columns?,6,8,4,figures_6_4_707074_758614_180155_576006.png
Figures,How many rows?,4,5,3,figures_6_4_707074_758614_180155_576006.png
Figures,How many triangles?,8,6,10,figures_6_4_707074_758614_180155_576006.png
Figures,How many squares?,6,8,7,figures_6_4_707074_758614_180155_576006.png
Figures,How many circles?,10,12,11,figures_6_4_707074_758614_180155_576006.png
Figures,How many red figures?,8,11,10,figures_6_4_707074_758614_180155_576006.png
Figures,How many green figures?,10,13,7,figures_6_4_707074_758614_180155_576006.png
Figures,How many blue figures?,6,8,5,figures_6_4_707074_758614_180155_576006.png
Figures,How many red triangles?,5,6,3,figures_6_4_707074_758614_180155_576006.png
Figures,How many green triangles?,3,4,1,figures_6_4_707074_758614_180155_576006.png
Figures,How many blue triangles?,0,2,1,figures_6_4_707074_758614_180155_576006.png
Figures,How many red squares?,0,1,2,figures_6_4_707074_758614_180155_576006.png
Figures,How many green squares?,2,4,3,figures_6_4_707074_758614_180155_576006.png
Figures,How many blue squares?,4,6,5,figures_6_4_707074_758614_180155_576006.png
Figures,How many red circles?,3,5,2,figures_6_4_707074_758614_180155_576006.png
Figures,How many green circles?,5,3,7,figures_6_4_707074_758614_180155_576006.png
Figures,How many blue circles?,2,1,3,figures_6_4_707074_758614_180155_576006.png
Figures,How many figures?,24,25,21,figures_6_4_553055_570104_086255_658237.png
Figures,How many columns?,6,7,4,figures_6_4_553055_570104_086255_658237.png
Figures,How many rows?,4,2,6,figures_6_4_553055_570104_086255_658237.png
Figures,How many triangles?,7,4,5,figures_6_4_553055_570104_086255_658237.png
Figures,How many squares?,11,12,10,figures_6_4_553055_570104_086255_658237.png
Figures,How many circles?,6,5,8,figures_6_4_553055_570104_086255_658237.png
Figures,How many red figures?,8,7,11,figures_6_4_553055_570104_086255_658237.png
Figures,How many green figures?,4,2,5,figures_6_4_553055_570104_086255_658237.png
Figures,How many blue figures?,12,10,14,figures_6_4_553055_570104_086255_658237.png
Figures,How many red triangles?,4,5,3,figures_6_4_553055_570104_086255_658237.png
Figures,How many green triangles?,1,3,0,figures_6_4_553055_570104_086255_658237.png
Figures,How many blue triangles?,2,1,3,figures_6_4_553055_570104_086255_658237.png
Figures,How many red squares?,2,1,4,figures_6_4_553055_570104_086255_658237.png
Figures,How many green squares?,1,2,3,figures_6_4_553055_570104_086255_658237.png
Figures,How many blue squares?,8,5,11,figures_6_4_553055_570104_086255_658237.png
Figures,How many red circles?,2,4,3,figures_6_4_553055_570104_086255_658237.png
Figures,How many green circles?,2,1,0,figures_6_4_553055_570104_086255_658237.png
Figures,How many blue circles?,2,0,1,figures_6_4_553055_570104_086255_658237.png
Figures,How many figures?,24,23,19,figures_6_4_620111_330738_655860_552255.png
Figures,How many columns?,6,4,5,figures_6_4_620111_330738_655860_552255.png
Figures,How many rows?,4,5,6,figures_6_4_620111_330738_655860_552255.png
Figures,How many triangles?,9,10,7,figures_6_4_620111_330738_655860_552255.png
Figures,How many squares?,9,12,8,figures_6_4_620111_330738_655860_552255.png
Figures,How many circles?,6,8,5,figures_6_4_620111_330738_655860_552255.png
Figures,How many red figures?,9,6,7,figures_6_4_620111_330738_655860_552255.png
Figures,How many green figures?,4,2,6,figures_6_4_620111_330738_655860_552255.png
Figures,How many blue figures?,11,8,13,figures_6_4_620111_330738_655860_552255.png
Figures,How many red triangles?,3,2,1,figures_6_4_620111_330738_655860_552255.png
Figures,How many green triangles?,3,2,4,figures_6_4_620111_330738_655860_552255.png
Figures,How many blue triangles?,3,1,5,figures_6_4_620111_330738_655860_552255.png
Figures,How many red squares?,3,1,4,figures_6_4_620111_330738_655860_552255.png
Figures,How many green squares?,0,1,2,figures_6_4_620111_330738_655860_552255.png
Figures,How many blue squares?,6,8,4,figures_6_4_620111_330738_655860_552255.png
Figures,How many red circles?,3,5,2,figures_6_4_620111_330738_655860_552255.png
Figures,How many green circles?,1,2,0,figures_6_4_620111_330738_655860_552255.png
Figures,How many blue circles?,2,1,4,figures_6_4_620111_330738_655860_552255.png
Figures,How many figures?,24,22,25,figures_6_4_052784_747801_182625_104022.png
Figures,How many columns?,6,4,8,figures_6_4_052784_747801_182625_104022.png
Figures,How many rows?,4,6,2,figures_6_4_052784_747801_182625_104022.png
Figures,How many triangles?,12,13,10,figures_6_4_052784_747801_182625_104022.png
Figures,How many squares?,5,4,3,figures_6_4_052784_747801_182625_104022.png
Figures,How many circles?,7,4,10,figures_6_4_052784_747801_182625_104022.png
Figures,How many red figures?,5,7,3,figures_6_4_052784_747801_182625_104022.png
Figures,How many green figures?,9,10,11,figures_6_4_052784_747801_182625_104022.png
Figures,How many blue figures?,10,13,8,figures_6_4_052784_747801_182625_104022.png
Figures,How many red triangles?,4,5,6,figures_6_4_052784_747801_182625_104022.png
Figures,How many green triangles?,3,2,1,figures_6_4_052784_747801_182625_104022.png
Figures,How many blue triangles?,5,4,3,figures_6_4_052784_747801_182625_104022.png
Figures,How many red squares?,0,2,1,figures_6_4_052784_747801_182625_104022.png
Figures,How many green squares?,3,1,5,figures_6_4_052784_747801_182625_104022.png
Figures,How many blue squares?,2,1,0,figures_6_4_052784_747801_182625_104022.png
Figures,How many red circles?,1,2,0,figures_6_4_052784_747801_182625_104022.png
Figures,How many green circles?,3,2,4,figures_6_4_052784_747801_182625_104022.png
Figures,How many blue circles?,3,5,1,figures_6_4_052784_747801_182625_104022.png
Figures,How many figures?,24,26,29,figures_6_4_426773_152855_585488_132743.png
Figures,How many columns?,6,5,7,figures_6_4_426773_152855_585488_132743.png
Figures,How many rows?,4,3,6,figures_6_4_426773_152855_585488_132743.png
Figures,How many triangles?,5,6,4,figures_6_4_426773_152855_585488_132743.png
Figures,How many squares?,11,9,13,figures_6_4_426773_152855_585488_132743.png
Figures,How many circles?,8,7,9,figures_6_4_426773_152855_585488_132743.png
Figures,How many red figures?,4,3,6,figures_6_4_426773_152855_585488_132743.png
Figures,How many green figures?,8,6,9,figures_6_4_426773_152855_585488_132743.png
Figures,How many blue figures?,12,11,10,figures_6_4_426773_152855_585488_132743.png
Figures,How many red triangles?,0,1,2,figures_6_4_426773_152855_585488_132743.png
Figures,How many green triangles?,2,3,1,figures_6_4_426773_152855_585488_132743.png
Figures,How many blue triangles?,3,1,4,figures_6_4_426773_152855_585488_132743.png
Figures,How many red squares?,3,4,5,figures_6_4_426773_152855_585488_132743.png
Figures,How many green squares?,3,5,2,figures_6_4_426773_152855_585488_132743.png
Figures,How many blue squares?,5,6,7,figures_6_4_426773_152855_585488_132743.png
Figures,How many red circles?,1,3,2,figures_6_4_426773_152855_585488_132743.png
Figures,How many green circles?,3,4,5,figures_6_4_426773_152855_585488_132743.png
Figures,How many blue circles?,4,2,5,figures_6_4_426773_152855_585488_132743.png
Figures,How many figures?,24,23,21,figures_6_4_620354_505278_505662_375286.png
Figures,How many columns?,6,4,7,figures_6_4_620354_505278_505662_375286.png
Figures,How many rows?,4,6,3,figures_6_4_620354_505278_505662_375286.png
Figures,How many triangles?,7,6,10,figures_6_4_620354_505278_505662_375286.png
Figures,How many squares?,9,10,8,figures_6_4_620354_505278_505662_375286.png
Figures,How many circles?,8,7,6,figures_6_4_620354_505278_505662_375286.png
Figures,How many red figures?,9,11,6,figures_6_4_620354_505278_505662_375286.png
Figures,How many green figures?,3,1,4,figures_6_4_620354_505278_505662_375286.png
Figures,How many blue figures?,12,14,13,figures_6_4_620354_505278_505662_375286.png
Figures,How many red triangles?,3,1,2,figures_6_4_620354_505278_505662_375286.png
Figures,How many green triangles?,0,1,2,figures_6_4_620354_505278_505662_375286.png
Figures,How many blue triangles?,4,3,5,figures_6_4_620354_505278_505662_375286.png
Figures,How many red squares?,2,0,1,figures_6_4_620354_505278_505662_375286.png
Figures,How many green squares?,1,3,0,figures_6_4_620354_505278_505662_375286.png
Figures,How many blue squares?,6,5,7,figures_6_4_620354_505278_505662_375286.png
Figures,How many red circles?,4,2,3,figures_6_4_620354_505278_505662_375286.png
Figures,How many green circles?,2,0,4,figures_6_4_620354_505278_505662_375286.png
Figures,How many blue circles?,2,0,1,figures_6_4_620354_505278_505662_375286.png
Figures,How many figures?,24,25,19,figures_6_4_872818_117360_060661_735007.png
Figures,How many columns?,6,4,7,figures_6_4_872818_117360_060661_735007.png
Figures,How many rows?,4,6,5,figures_6_4_872818_117360_060661_735007.png
Figures,How many triangles?,10,11,7,figures_6_4_872818_117360_060661_735007.png
Figures,How many squares?,3,1,2,figures_6_4_872818_117360_060661_735007.png
Figures,How many circles?,11,8,9,figures_6_4_872818_117360_060661_735007.png
Figures,How many red figures?,11,12,10,figures_6_4_872818_117360_060661_735007.png
Figures,How many green figures?,8,7,6,figures_6_4_872818_117360_060661_735007.png
Figures,How many blue figures?,5,4,3,figures_6_4_872818_117360_060661_735007.png
Figures,How many red triangles?,5,6,3,figures_6_4_872818_117360_060661_735007.png
Figures,How many green triangles?,4,3,5,figures_6_4_872818_117360_060661_735007.png
Figures,How many blue triangles?,1,0,3,figures_6_4_872818_117360_060661_735007.png
Figures,How many red squares?,2,0,1,figures_6_4_872818_117360_060661_735007.png
Figures,How many green squares?,0,1,2,figures_6_4_872818_117360_060661_735007.png
Figures,How many blue squares?,1,2,0,figures_6_4_872818_117360_060661_735007.png
Figures,How many red circles?,4,3,5,figures_6_4_872818_117360_060661_735007.png
Figures,How many green circles?,4,6,2,figures_6_4_872818_117360_060661_735007.png
Figures,How many blue circles?,3,1,5,figures_6_4_872818_117360_060661_735007.png
Figures,How many figures?,24,29,22,figures_6_4_641070_184184_737265_303516.png
Figures,How many columns?,6,4,5,figures_6_4_641070_184184_737265_303516.png
Figures,How many rows?,4,5,2,figures_6_4_641070_184184_737265_303516.png
Figures,How many triangles?,8,5,6,figures_6_4_641070_184184_737265_303516.png
Figures,How many squares?,8,7,11,figures_6_4_641070_184184_737265_303516.png
Figures,How many circles?,8,11,9,figures_6_4_641070_184184_737265_303516.png
Figures,How many red figures?,9,12,8,figures_6_4_641070_184184_737265_303516.png
Figures,How many green figures?,10,7,9,figures_6_4_641070_184184_737265_303516.png
Figures,How many blue figures?,5,6,7,figures_6_4_641070_184184_737265_303516.png
Figures,How many red triangles?,3,1,4,figures_6_4_641070_184184_737265_303516.png
Figures,How many green triangles?,4,3,5,figures_6_4_641070_184184_737265_303516.png
Figures,How many blue triangles?,1,0,3,figures_6_4_641070_184184_737265_303516.png
